word,p1,p2,p3,p4,p5,p6,p7,p8
ನಿಯಮ,ನಿಯಮ,ನಿಯಮವನ್ನು,ನಿಯಮದಿಂದ,ನಿಯಮಕ್ಕೆ,ನಿಯಮದಿಂದ,ನಿಯಮದ,ನಿಯಮದಲ್ಲಿ,ನಿಯಮವೇ
ವಿಧಾನ,ವಿಧಾನ,ವಿಧಾನವನ್ನು,ವಿಧಾನದಿಂದ,ವಿಧಾನಕ್ಕೆ,ವಿಧಾನದಿಂದ,ವಿಧಾನದ,ವಿಧಾನದಲ್ಲಿ,ವಿಧಾನವೇ
ಅವಕಾಶ,ಅವಕಾಶ,ಅವಕಾಶವನ್ನು,ಅವಕಾಶದಿಂದ,ಅವಕಾಶಕ್ಕೆ,ಅವಕಾಶದಿಂದ,ಅವಕಾಶದ,ಅವಕಾಶದಲ್ಲಿ,ಅವಕಾಶವೇ
ಆಯೋಗ,ಆಯೋಗ,ಆಯೋಗವನ್ನು,ಆಯೋಗದಿಂದ,ಆಯೋಗಕ್ಕೆ,ಆಯೋಗದಿಂದ,ಆಯೋಗದ,ಆಯೋಗದಲ್ಲಿ,ಆಯೋಗವೇ
ಖಾತೆ,ಖಾತೆ,ಖಾತೆಯನ್ನು,ಖಾತೆಯಿಂದ,ಖಾತೆಗೆ,ಖಾತೆಯಿಂದ,ಖಾತೆಯ,ಖಾತೆಯಲ್ಲಿ,ಖಾತೆಯೇ
ವಲಯ,ವಲಯ,ವಲಯವನ್ನು,ವಲಯದಿಂದ,ವಲಯಕ್ಕೆ,ವಲಯದಿಂದ,ವಲಯದ,ವಲಯದಲ್ಲಿ,ವಲಯವೇ
ಉಪಕರಣ,ಉಪಕರಣ,ಉಪಕರಣವನ್ನು,ಉಪಕರಣದಿಂದ,ಉಪಕರಣಕ್ಕೆ,ಉಪಕರಣದಿಂದ,ಉಪಕರಣದ,ಉಪಕರಣದಲ್ಲಿ,ಉಪಕರಣವೇ
ವೇಗ,ವೇಗ,ವೇಗವನ್ನು,ವೇಗದಿಂದ,ವೇಗಕ್ಕೆ,ವೇಗದಿಂದ,ವೇಗದ,ವೇಗದಲ್ಲಿ,ವೇಗವೇ
ವೃತ್ತ,ವೃತ್ತ,ವೃತ್ತವನ್ನು,ವೃತ್ತದಿಂದ,ವೃತ್ತಕ್ಕೆ,ವೃತ್ತದಿಂದ,ವೃತ್ತದ,ವೃತ್ತದಲ್ಲಿ,ವೃತ್ತವೇ
ಕೋನ,ಕೋನ,ಕೋನವನ್ನು,ಕೋನದಿಂದ,ಕೋನಕ್ಕೆ,ಕೋನದಿಂದ,ಕೋನದ,ಕೋನದಲ್ಲಿ,ಕೋನವೇ
ನೆನಪು,ನೆನಪು,ನೆನಪನ್ನು,ನೆನಪಿನಿಂದ,ನೆನಪಿಗೆ,ನೆನಪಿನಿಂದ,ನೆನಪಿನ,ನೆನಪಿನಲ್ಲಿ,ನೆನಪೇ
ಮತ,ಮತ,ಮತವನ್ನು,ಮತದಿಂದ,ಮತಕ್ಕೆ,ಮತದಿಂದ,ಮತದ,ಮತದಲ್ಲಿ,ಮತವೇ
ಸಮಸ್ಯೆ,ಸಮಸ್ಯೆ,ಸಮಸ್ಯೆಯನ್ನು,ಸಮಸ್ಯೆಯಿಂದ,ಸಮಸ್ಯೆಗೆ,ಸಮಸ್ಯೆಯಿಂದ,ಸಮಸ್ಯೆಯ,ಸಮಸ್ಯೆಯಲ್ಲಿ,ಸಮಸ್ಯೆಯೇ
ಸ್ಥಳ,ಸ್ಥಳ,ಸ್ಥಳವನ್ನು,ಸ್ಥಳದಿಂದ,ಸ್ಥಳಕ್ಕೆ,ಸ್ಥಳದಿಂದ,ಸ್ಥಳದ,ಸ್ಥಳದಲ್ಲಿ,ಸ್ಥಳವೇ
ಕಲೆ,ಕಲೆ,ಕಲೆಯನ್ನು,ಕಲೆಯಿಂದ,ಕಲೆಗೆ,ಕಲೆಯಿಂದ,ಕಲೆಯ,ಕಲೆಯಲ್ಲಿ,ಕಲೆಯೆ
ಮೌಲ್ಯ,ಮೌಲ್ಯ,ಮೌಲ್ಯವನ್ನು,ಮೌಲ್ಯದಿಂದ,ಮೌಲ್ಯಕ್ಕೆ,ಮೌಲ್ಯದಿಂದ,ಮೌಲ್ಯದ,ಮೌಲ್ಯದಲ್ಲಿ,ಮೌಲ್ಯವೇ
ಸಾಲು,ಸಾಲು,ಸಾಲನ್ನು,ಸಾಲಿನಿಂದ,ಸಾಲಿಗೆ,ಸಾಲಿನಿಂದ,ಸಾಲಿನ,ಸಾಲಿನಲ್ಲಿ,ಸಾಲೇ
ದಿನಪತ್ರಿಕೆ,ದಿನಪತ್ರಿಕೆ,ದಿನಪತ್ರಿಕೆಯನ್ನು,ದಿನಪತ್ರಿಕೆಯಿಂದ,ದಿನಪತ್ರಿಕೆಗೆ,ದಿನಪತ್ರಿಕೆಯಿಂದ,ದಿನಪತ್ರಿಕೆಯ,ದಿನಪತ್ರಿಕೆಯಲ್ಲಿ,ದಿನಪತ್ರಿಕೆಯೇ
ಮೋಡ,ಮೋಡ,ಮೋಡವನ್ನು,ಮೋಡದಿಂದ,ಮೋಡಕ್ಕೆ,ಮೋಡದಿಂದ,ಮೋಡದ,ಮೋಡದಲ್ಲಿ,ಮೋಡವೇ
ಮಳೆಯ,ಮಳೆಯ,ಮಳೆಯನ್ನು,ಮಳೆಯಿಂದ,ಮಳೆಗೆ,ಮಳೆಯಿಂದ,ಮಳೆಯ,ಮಳೆಯಲ್ಲಿ,ಮಳೆಯೇ
ಬಂದರು,ಬಂದರು,ಬಂದರನ್ನು,ಬಂದರಿನಿಂದ,ಬಂದರಿಗೆ,ಬಂದರಿನಿಂದ,ಬಂದರಿನ,ಬಂದರಿನಲ್ಲಿ,ಬಂದರೇ
ಸೇವೆ,ಸೇವೆ,ಸೇವೆಯನ್ನು,ಸೇವೆಯಿಂದ,ಸೇವೆಗೆ,ಸೇವೆಯಿಂದ,ಸೇವೆಯ,ಸೇವೆಯಲ್ಲಿ,ಸೇವೆಯೇ
ವರ್ಗ,ವರ್ಗ,ವರ್ಗವನ್ನು,ವರ್ಗದಿಂದ,ವರ್ಗಕ್ಕೆ,ವರ್ಗದಿಂದ,ವರ್ಗದ,ವರ್ಗದಲ್ಲಿ,ವರ್ಗವೇ
ತಂತ್ರಜ್ಞಾನ,ತಂತ್ರಜ್ಞಾನ,ತಂತ್ರಜ್ಞಾನವನ್ನು,ತಂತ್ರಜ್ಞಾನದಿಂದ,ತಂತ್ರಜ್ಞಾನಕ್ಕೆ,ತಂತ್ರಜ್ಞಾನದಿಂದ,ತಂತ್ರಜ್ಞಾನದ,ತಂತ್ರಜ್ಞಾನದಲ್ಲಿ,ತಂತ್ರಜ್ಞಾನವೇ
ಬಾಡಿಗೆ,ಬಾಡಿಗೆ,ಬಾಡಿಗೆಯನ್ನು,ಬಾಡಿಗೆಯಿಂದ,ಬಾಡಿಗೆಗೆ,ಬಾಡಿಗೆಯಿಂದ,ಬಾಡಿಗೆಯ,ಬಾಡಿಗೆಯಲ್ಲಿ,ಬಾಡಿಗೆಯೇ
ಬಟ್ಟೆ,ಬಟ್ಟೆ,ಬಟ್ಟೆಯನ್ನು,ಬಟ್ಟೆಯಿಂದ,ಬಟ್ಟೆಗೆ,ಬಟ್ಟೆಯಿಂದ,ಬಟ್ಟೆಯ,ಬಟ್ಟೆಯಲ್ಲಿ,ಬಟ್ಟೆಯೇ
ಉಳಿತಾಯ,ಉಳಿತಾಯ,ಉಳಿತಾಯವನ್ನು,ಉಳಿತಾಯದಿಂದ,ಉಳಿತಾಯಕ್ಕೆ,ಉಳಿತಾಯದಿಂದ,ಉಳಿತಾಯದ,ಉಳಿತಾಯದಲ್ಲಿ,ಉಳಿತಾಯವೇ
ಸ್ವತ್ತು,ಸ್ವತ್ತು,ಸ್ವತ್ತನ್ನು,ಸ್ವತ್ತಿನಿಂದ,ಸ್ವತ್ತಿಗೆ,ಸ್ವತ್ತಿನಿಂದ,ಸ್ವತ್ತಿನ,ಸ್ವತ್ತಿನಲ್ಲಿ,ಸ್ವತ್ತೇ
ಬೆಳೆ,ಬೆಳೆ,ಬೆಳೆಯನ್ನು,ಬೆಳೆಯಿಂದ,ಬೆಳೆಗೆ,ಬೆಳೆಯಿಂದ,ಬೆಳೆಯ,ಬೆಳೆಯಲ್ಲಿ,ಬೆಳೆಯೇ
ಕನ್ನಡಿಗ,ಕನ್ನಡಿಗ,ಕನ್ನಡಿಗನನ್ನು,ಕನ್ನಡಿಗನಿಂದ,ಕನ್ನಡಿಗನಿಗೆ,ಕನ್ನಡಿಗನಿಂದ,ಕನ್ನಡಿಗನ,ಕನ್ನಡಿಗನಲ್ಲಿ,ಕನ್ನಡಿಗನೇ
ದೇಗುಲ,ದೇಗುಲ,ದೇಗುಲವನ್ನು,ದೇಗುಲದಿಂದ,ದೇಗುಲಕ್ಕೆ,ದೇಗುಲದಿಂದ,ದೇಗುಲದ,ದೇಗುಲದಲ್ಲಿ,ದೇಗುಲವೇ
ಸಂಪರ್ಕ,ಸಂಪರ್ಕ,ಸಂಪರ್ಕವನ್ನು,ಸಂಪರ್ಕದಿಂದ,ಸಂಪರ್ಕಕ್ಕೆ,ಸಂಪರ್ಕದಿಂದ,ಸಂಪರ್ಕದ,ಸಂಪರ್ಕದಲ್ಲಿ,ಸಂಪರ್ಕವೇ
ವ್ಯವಹಾರ,ವ್ಯವಹಾರ,ವ್ಯವಹಾರವನ್ನು,ವ್ಯವಹಾರದಿಂದ,ವ್ಯವಹಾರಕ್ಕೆ,ವ್ಯವಹಾರದಿಂದ,ವ್ಯವಹಾರದ,ವ್ಯವಹಾರದಲ್ಲಿ,ವ್ಯವಹಾರವೇ
ಉದ್ಯಮ,ಉದ್ಯಮ,ಉದ್ಯಮವನ್ನು,ಉದ್ಯಮದಿಂದ,ಉದ್ಯಮಕ್ಕೆ,ಉದ್ಯಮದಿಂದ,ಉದ್ಯಮದ,ಉದ್ಯಮದಲ್ಲಿ,ಉದ್ಯಮವೇ
ಕತ್ತರಿ,ಕತ್ತರಿ,ಕತ್ತರಿಯನ್ನು,ಕತ್ತರಿಯಿಂದ,ಕತ್ತರಿಗೆ,ಕತ್ತರಿಯಿಂದ,ಕತ್ತರಿಯ,ಕತ್ತರಿಯಲ್ಲಿ,ಕತ್ತರಿಯೇ
ಕೋಳಿ,ಕೋಳಿ,ಕೋಳಿಯನ್ನು,ಕೋಳಿಯಿಂದ,ಕೋಳಿಗೆ,ಕೋಳಿಯಿಂದ,ಕೋಳಿಯ,ಕೋಳಿಯಲ್ಲಿ,ಕೋಳಿಯೇ
ಮೀನು,ಮೀನು,ಮೀನನ್ನು,ಮೀನಿನಿಂದ,ಮೀನಿಗೆ,ಮೀನಿನಿಂದ,ಮೀನಿನ,ಮೀನಿನಲ್ಲಿ,ಮೀನೇ
ಹಾಲು,ಹಾಲು,ಹಾಲನ್ನು,ಹಾಲಿನಿಂದ,ಹಾಲಿಗೆ,ಹಾಲಿನಿಂದ,ಹಾಲಿನ,ಹಾಲಿನಲ್ಲಿ,ಹಾಲೇ
ತೈಲ,ತೈಲ,ತೈಲವನ್ನು,ತೈಲದಿಂದ,ತೈಲಕ್ಕೆ,ತೈಲದಿಂದ,ತೈಲದ,ತೈಲದಲ್ಲಿ,ತೈಲವೇ
ಸಕ್ಕರೆ,ಸಕ್ಕರೆ,ಸಕ್ಕರೆಯನ್ನು,ಸಕ್ಕರೆಯಿಂದ,ಸಕ್ಕರೆಗೆ,ಸಕ್ಕರೆಯಿಂದ,ಸಕ್ಕರೆಯ,ಸಕ್ಕರೆಯಲ್ಲಿ,ಸಕ್ಕರೆಯೇ
ಸೀರೆ,ಸೀರೆ,ಸೀರೆಯನ್ನು,ಸೀರೆಯಿಂದ,ಸೀರೆಗೆ,ಸೀರೆಯಿಂದ,ಸೀರೆಯ,ಸೀರೆಯಲ್ಲಿ,ಸೀರೆಯೇ
ಮುಳ್ಳು,ಮುಳ್ಳು,ಮುಳ್ಳನ್ನು,ಮುಳ್ಳಿನಿಂದ,ಮುಳ್ಳಿಗೆ,ಮುಳ್ಳಿನಿಂದ,ಮುಳ್ಳಿನ,ಮುಳ್ಳಿನಲ್ಲಿ,ಮುಳ್ಳೇ
ಪರ್ವ,ಪರ್ವ,ಪರ್ವವನ್ನು,ಪರ್ವದಿಂದ,ಪರ್ವಕ್ಕೆ,ಪರ್ವದಿಂದ,ಪರ್ವದ,ಪರ್ವದಲ್ಲಿ,ಪರ್ವವೇ
ಹೊರೆ,ಹೊರೆ,ಹೊರೆಯನ್ನು,ಹೊರೆಯಿಂದ,ಹೊರಗೆ,ಹೊರೆಯಿಂದ,ಹೊರಯ,ಹೊರೆಯಲ್ಲಿ,ಹೊರೆಯೇ
ಚಾಕು,ಚಾಕು,ಚಾಕುವನ್ನು,ಚಾಕುವಿನಿಂದ,ಚಾಕುವಿಗೆ,ಚಾಕುವಿನಿಂದ,ಚಾಕುವಿನ,ಚಾಕುವಿನಲ್ಲಿ,ಚಾಕುವೇ
ಪೇಪರ್,ಪೇಪರ್,ಪೇಪರನ್ನು,ಪೇಪರಿನಿಂದ,ಪೇಪರಿಗೆ,ಪೇಪರಿನಿಂದ,ಪೇಪರಿನ,ಪೇಪರಿನಲ್ಲಿ,ಪೇಪರೇ
ರಬ್ಬರ್,ರಬ್ಬರ್,ರಬ್ಬರನ್ನು,ರಬ್ಬರಿನಿಂದ,ರಬ್ಬರಿಗೆ,ರಬ್ಬರಿನಿಂದ,ರಬ್ಬರಿನ,ರಬ್ಬರಿನಲ್ಲಿ,ರಬ್ಬರೇ
ಸಾಧನ,ಸಾಧನ,ಸಾಧನವನ್ನು,ಸಾಧನದಿಂದ,ಸಾಧನಕ್ಕೆ,ಸಾಧನದಿಂದ,ಸಾಧನದ,ಸಾಧನದಲ್ಲಿ,ಸಾಧನವೇ
ಹೊಳಲು,ಹೊಳಲು,ಹೊಳಲನ್ನು,ಹೊಳಲಿಂದ,ಹೊಳಲಿಗೆ,ಹೊಳಲಿಂದ,ಹೊಳಲ,ಹೊಳಲಲ್ಲಿ,ಹೊಳಲೇ
ದೇಗುಲ,ದೇಗುಲ,ದೇಗುಲವನ್ನು,ದೇಗುಲದಿಂದ,ದೇಗುಲಕ್ಕೆ,ದೇಗುಲದಿಂದ,ದೇಗುಲದ,ದೇಗುಲದಲ್ಲಿ,ದೇಗುಲವೇ
ವಸ್ತು,ವಸ್ತು,ವಸ್ತುವನ್ನು,ವಸ್ತುವಿನಿಂದ,ವಸ್ತುವಿಗೆ,ವಸ್ತುವಿನಿಂದ,ವಸ್ತುವಿನ,ವಸ್ತುವಿನಲ್ಲಿ,ವಸ್ತುವೇ
ಪ್ರಯಾಣ,ಪ್ರಯಾಣ,ಪ್ರಯಾಣವನ್ನು,ಪ್ರಯಾಣದಿಂದ,ಪ್ರಯಾಣಕ್ಕೆ,ಪ್ರಯಾಣದಿಂದ,ಪ್ರಯಾಣದ,ಪ್ರಯಾಣದಲ್ಲಿ,ಪ್ರಯಾಣವೇ
ಸಮೂಹ,ಸಮೂಹ,ಸಮೂಹವನ್ನು,ಸಮೂಹದಿಂದ,ಸಮೂಹಕ್ಕೆ,ಸಮೂಹದಿಂದ,ಸಮೂಹದ,ಸಮೂಹದಲ್ಲಿ,ಸಮೂಹವೇ
ಅಭಿಪ್ರಾಯ,ಅಭಿಪ್ರಾಯ,ಅಭಿಪ್ರಾಯವನ್ನು,ಅಭಿಪ್ರಾಯದಿಂದ,ಅಭಿಪ್ರಾಯಕ್ಕೆ,ಅಭಿಪ್ರಾಯದಿಂದ,ಅಭಿಪ್ರಾಯದ,ಅಭಿಪ್ರಾಯದಲ್ಲಿ,ಅಭಿಪ್ರಾಯವೇ
ಖರ್ಚು,ಖರ್ಚು,ಖರ್ಚನ್ನು,ಖರ್ಚಿನಿಂದ,ಖರ್ಚಿಗೆ,ಖರ್ಚಿನಿಂದ,ಖರ್ಚಿನ,ಖರ್ಚಿನಲ್ಲಿ,ಖರ್ಚೇ
ರಾಮ,ರಾಮ,ರಾಮನನ್ನು,ರಾಮನಿಂದ,ರಾಮನಿಗೆ,ರಾಮನಿಂದ,ರಾಮನ,ರಾಮನಲ್ಲಿ,ರಾಮನೇ
ಕೃಷ್ಣ,ಕೃಷ್ಣ,ಕೃಷ್ಣನನ್ನು,ಕೃಷ್ಣನಿಂದ,ಕೃಷ್ಣನಿಗೆ,ಕೃಷ್ಣನಿಂದ,ಕೃಷ್ಣನ,ಕೃಷ್ಣನಲ್ಲಿ,ಕೃಷ್ಣನೇ
ಶಿವ,ಶಿವ,ಶಿವನನ್ನು,ಶಿವನಿಂದ,ಶಿವನಿಗೆ,ಶಿವನಿಂದ,ಶಿವನ,ಶಿವನಲ್ಲಿ,ಶಿವನೇ
ವಿಷ್ಣು,ವಿಷ್ಣು,ವಿಷ್ಣುವನ್ನು,ವಿಷ್ಣುವಿನಿಂದ,ವಿಷ್ಣುವಿಗೆ,ವಿಷ್ಣುವಿನಿಂದ,ವಿಷ್ಣುವಿನ,ವಿಷ್ಣುವಿನಲ್ಲಿ,ವಿಷ್ಣುವೇ
ವೆಂಕಟೇಶ,ವೆಂಕಟೇಶ,ವೆಂಕಟೇಶನನ್ನು,ವೆಂಕಟೇಶನಿಂದ,ವೆಂಕಟೇಶನಿಗೆ,ವೆಂಕಟೇಶನಿಂದ,ವೆಂಕಟೇಶನ,ವೆಂಕಟೇಶನಲ್ಲಿ,ವೆಂಕಟೇಶನೇ
ರಂಗನಾಥ,ರಂಗನಾಥ,ರಂಗನಾಥನನ್ನು,ರಂಗನಾಥನಿಂದ,ರಂಗನಾಥನಿಗೆ,ರಂಗನಾಥನಿಂದ,ರಂಗನಾಥನ,ರಂಗನಾಥನಲ್ಲಿ,ರಂಗನಾಥನೇ
ಹರಿ,ಹರಿ,ಹರಿಯನ್ನು,ಹರಿಯಿಂದ,ಹರಿಗೆ,ಹರಿಯಿಂದ,ಹರಿಯ,ಹರಿಯಲ್ಲಿ,ಹರಿಯೇ
ಮುರಳಿ,ಮುರಳಿ,ಮುರಳಿಯನ್ನು,ಮುರಳಿಯಿಂದ,ಮುರಳಿಗೇ,ಮುರಳಿಯಿಂದ,ಮುರಳಿಯ,ಮುರಳಿಯಲ್ಲಿ,ಮುರಳಿಯೇ
ನಾರಾಯಣ,ನಾರಾಯಣ,ನಾರಾಯಣನನ್ನು,ನಾರಾಯಣನಿಂದ,ನಾರಾಯಣನಿಗೆ,ನಾರಾಯಣನಿಂದ,ನಾರಾಯಣನ,ನಾರಾಯಣನಲ್ಲಿ,ನಾರಾಯಣನೇ
ಗೋಪಾಲ,ಗೋಪಾಲ,ಗೋಪಾಲನನ್ನು,ಗೋಪಾಲನಿಂದ,ಗೋಪಾಲನಿಗೆ,ಗೋಪಾಲನಿಂದ,ಗೋಪಾಲನ,ಗೋಪಾಲನಲ್ಲಿ,ಗೋಪಾಲನೇ
ಮಹೇಶ,ಮಹೇಶ,ಮಹೇಶನನ್ನು,ಮಹೇಶನಿಂದ,ಮಹೇಶನಿಗೆ,ಮಹೇಶನಿಂದ,ಮಹೇಶನ,ಮಹೇಶನಲ್ಲಿ,ಮಹೇಶನೇ
ಸುಬ್ರಹ್ಮಣ್ಯ,ಸುಬ್ರಹ್ಮಣ್ಯ,ಸುಬ್ರಹ್ಮಣ್ಯನನ್ನು,ಸುಬ್ರಹ್ಮಣ್ಯನಿಂದ,ಸುಬ್ರಹ್ಮಣ್ಯನಿಗೆ,ಸುಬ್ರಹ್ಮಣ್ಯನಿಂದ,ಸುಬ್ರಹ್ಮಣ್ಯನ,ಸುಬ್ರಹ್ಮಣ್ಯನಲ್ಲಿ,ಸುಬ್ರಹ್ಮಣ್ಯನೇ
ರಾಘವೇಂದ್ರ,ರಾಘವೇಂದ್ರ,ರಾಘವೇಂದ್ರನನ್ನು,ರಾಘವೇಂದ್ರನಿಂದ,ರಾಘವೇಂದ್ರನಿಗೆ,ರಾಘವೇಂದ್ರನಿಂದ,ರಾಘವೇಂದ್ರನ,ರಾಘವೇಂದ್ರನಲ್ಲಿ,ರಾಘವೇಂದ್ರನೇ
ಸೂರ್ಯ,ಸೂರ್ಯ,ಸೂರ್ಯನನ್ನು,ಸೂರ್ಯನಿಂದ,ಸೂರ್ಯನಿಗೆ,ಸೂರ್ಯನಿಂದ,ಸೂರ್ಯನ,ಸೂರ್ಯನಲ್ಲಿ,ಸೂರ್ಯನೇ
ಚಂದ್ರ,ಚಂದ್ರ,ಚಂದ್ರನನ್ನು,ಚಂದ್ರನಿಂದ,ಚಂದ್ರನಿಗೆ,ಚಂದ್ರನಿಂದ,ಚಂದ್ರನ,ಚಂದ್ರನಲ್ಲಿ,ಚಂದ್ರನೇ
ಗಣೇಶ,ಗಣೇಶ,ಗಣೇಶನನ್ನು,ಗಣೇಶನಿಂದ,ಗಣೇಶನಿಗೆ,ಗಣೇಶನಿಂದ,ಗಣೇಶನ,ಗಣೇಶನಲ್ಲಿ,ಗಣೇಶನೇ
ಪರಮೇಶ,ಪರಮೇಶ,ಪರಮೇಶನನ್ನು,ಪರಮೇಶನಿಂದ,ಪರಮೇಶನಿಗೆ,ಪರಮೇಶನಿಂದ,ಪರಮೇಶನ,ಪರಮೇಶನಲ್ಲಿ,ಪರಮೇಶನೇ
ಜಗದೀಶ,ಜಗದೀಶ,ಜಗದೀಶನನ್ನು,ಜಗದೀಶನಿಂದ,ಜಗದೀಶನಿಗೆ,ಜಗದೀಶನಿಂದ,ಜಗದೀಶನ,ಜಗದೀಶನಲ್ಲಿ,ಜಗದೀಶನೇ
ವಿನಾಯಕ,ವಿನಾಯಕ,ವಿನಾಯಕನನ್ನು,ವಿನಾಯಕನಿಂದ,ವಿನಾಯಕನಿಗೆ,ವಿನಾಯಕನಿಂದ,ವಿನಾಯಕನ,ವಿನಾಯಕನಲ್ಲಿ,ವಿನಾಯಕನೇ
ಪ್ರಕಾಶ್,ಪ್ರಕಾಶ್,ಪ್ರಕಾಶನನ್ನು,ಪ್ರಕಾಶನಿಂದ,ಪ್ರಕಾಶನಿಗೆ,ಪ್ರಕಾಶನಿಂದ,ಪ್ರಕಾಶನ,ಪ್ರಕಾಶನಲ್ಲಿ,ಪ್ರಕಾಶನೇ
ರಾಜು,ರಾಜು,ರಾಜುವನ್ನು,ರಾಜುವಿನಿಂದ,ರಾಜುವಿಗೆ,ರಾಜುವಿನಿಂದ,ರಾಜುವಿನ,ರಾಜುವಿನಲ್ಲಿ,ರಾಜುವೇ
ರಾಘವ,ರಾಘವ,ರಾಘವನನ್ನು,ರಾಘವನಿಂದ,ರಾಘವನಿಗೆ,ರಾಘವನಿಂದ,ರಾಘವನ,ರಾಘವನಲ್ಲಿ,ರಾಘವನೇ
ಜಯಂತ್,ಜಯಂತ್,ಜಯಂತನನ್ನು,ಜಯಂತನಿಂದ,ಜಯಂತನಿಗೆ,ಜಯಂತನಿಂದ,ಜಯಂತನ,ಜಯಂತನಲ್ಲಿ,ಜಯಂತನೇ
ಶ್ರೀಧರ,ಶ್ರೀಧರ,ಶ್ರೀಧರನನ್ನು,ಶ್ರೀಧರನಿಂದ,ಶ್ರೀಧರನಿಗೆ,ಶ್ರೀಧರನಿಂದ,ಶ್ರೀಧರನ,ಶ್ರೀಧರನಲ್ಲಿ,ಶ್ರೀಧರನೇ
ಪ್ರಸನ್ನ,ಪ್ರಸನ್ನ,ಪ್ರಸನ್ನನನ್ನು,ಪ್ರಸನ್ನನಿಂದ,ಪ್ರಸನ್ನನಿಗೆ,ಪ್ರಸನ್ನನಿಂದ,ಪ್ರಸನ್ನನ,ಪ್ರಸನ್ನನಲ್ಲಿ,ಪ್ರಸನ್ನನೇ
ಮಂಜುನಾಥ,ಮಂಜುನಾಥ,ಮಂಜುನಾಥನನ್ನು,ಮಂಜುನಾಥನಿಂದ,ಮಂಜುನಾಥನಿಗೆ,ಮಂಜುನಾಥನಿಂದ,ಮಂಜುನಾಥನ,ಮಂಜುನಾಥನಲ್ಲಿ,ಮಂಜುನಾಥನೇ
ರಮೇಶ್,ರಮೇಶ್,ರಮೇಶನನ್ನು,ರಮೇಶನಿಂದ,ರಮೇಶನಿಗೆ,ರಮೇಶನಿಂದ,ರಮೇಶನ,ರಮೇಶನಲ್ಲಿ,ರಮೇಶನೇ
ದಿನೇಶ್,ದಿನೇಶ್,ದಿನೇಶನನ್ನು,ದಿನೇಶನಿಂದ,ದಿನೇಶನಿಗೆ,ದಿನೇಶನಿಂದ,ದಿನೇಶನ,ದಿನೇಶನಲ್ಲಿ,ದಿನೇಶನೇ
ಸುರೇಶ್,ಸುರೇಶ್,ಸುರೇಶನನ್ನು,ಸುರೇಶನಿಂದ,ಸುರೇಶನಿಗೆ,ಸುರೇಶನಿಂದ,ಸುರೇಶನ,ಸುರೇಶನಲ್ಲಿ,ಸುರೇಶನೇ
ಲೋಕೇಶ,ಲೋಕೇಶ,ಲೋಕೇಶನನ್ನು,ಲೋಕೇಶನಿಂದ,ಲೋಕೇಶನಿಗೆ,ಲೋಕೇಶನಿಂದ,ಲೋಕೇಶನ,ಲೋಕೇಶನಲ್ಲಿ,ಲೋಕೇಶನೇ
ನಂದೀಶ,ನಂದೀಶ,ನಂದೀಶನನ್ನು,ನಂದೀಶನಿಂದ,ನಂದೀಶನಿಗೆ,ನಂದೀಶನಿಂದ,ನಂದೀಶನ,ನಂದೀಶನಲ್ಲಿ,ನಂದೀಶನೇ
ಪುನೀತ್,ಪುನೀತ್,ಪುನೀತನನ್ನು,ಪುನೀತನಿಂದ,ಪುನೀತನಿಗೆ,ಪುನೀತನಿಂದ,ಪುನೀತನ,ಪುನೀತನಲ್ಲಿ,ಪುನೀತನೇ
ಅನಂತ್,ಅನಂತ್,ಅನಂತನನ್ನು,ಅನಂತನಿಂದ,ಅನಂತನಿಗೆ,ಅನಂತನಿಂದ,ಅನಂತನ,ಅನಂತನಲ್ಲಿ,ಅನಂತನೇ
ಅನಿಲ್,ಅನಿಲ್,ಅನಿಲನನ್ನು,ಅನಿಲನಿಂದ,ಅನಿಲನಿಗೆ,ಅನಿಲನಿಂದ,ಅನಿಲನ,ಅನಿಲನಲ್ಲಿ,ಅನಿಲನೇ
ಕಿಶೋರ್,ಕಿಶೋರ್,ಕಿಶೋರನನ್ನು,ಕಿಶೋರನಿಂದ,ಕಿಶೋರನಿಗೆ,ಕಿಶೋರನಿಂದ,ಕಿಶೋರನ,ಕಿಶೋರನಲ್ಲಿ,ಕಿಶೋರನೇ
ಮಧುಸೂದನ,ಮಧುಸೂದನ,ಮಧುಸೂದನನನ್ನು,ಮಧುಸೂದನನಿಂದ,ಮಧುಸೂದನನಿಗೆ,ಮಧುಸೂದನನಿಂದ,ಮಧುಸೂದನನ,ಮಧುಸೂದನನಲ್ಲಿ,ಮಧುಸೂದನನೇ
ಕೇಶವ,ಕೇಶವ,ಕೇಶವನನ್ನು,ಕೇಶವನಿಂದ,ಕೇಶವನಿಗೆ,ಕೇಶವನಿಂದ,ಕೇಶವನ,ಕೇಶವನಲ್ಲಿ,ಕೇಶವನೇ
ದೇವದಾಸ್,ದೇವದಾಸ್,ದೇವದಾಸನನ್ನು,ದೇವದಾಸನಿಂದ,ದೇವದಾಸನಿಗೆ,ದೇವದಾಸನಿಂದ,ದೇವದಾಸನ,ದೇವದಾಸನಲ್ಲಿ,ದೇವದಾಸನೇ
ನವೀನ್,ನವೀನ್,ನವೀನನನ್ನು,ನವೀನನಿಂದ,ನವೀನನಿಗೆ,ನವೀನನಿಂದ,ನವೀನನ,ನವೀನನಲ್ಲಿ,ನವೀನನೇ
